,question,is_correct,num_characters,num_words,num_sentences,transformed_text
2012,Which of these exotic fruits is named for a local word for “hair”?,0,66,16,1,exot fruit name local word hair
2015,Shopping mall staple Gadzooks was purchased by what fellow retailer?,1,68,11,1,shop mall stapl gadzook purchas fellow retail
2018,"On her first recording, Billie Holiday was accompanied by what jazz legend?",1,75,14,1,first record billi holiday accompani jazz legend
2021,"Workers throughout Victoria, Australia get a day off every November for what sporting event?",0,92,16,1,worker throughout victoria australia get day everi novemb sport event
2024,Which of these does NOT appear in both the original Pac-Man and Ms. Pac-Man?,1,76,15,1,appear origin
2027,The New-York Mirror newspaper notably employed which poet?,1,58,9,1,mirror newspap notabl employ poet
2030,"In the popular rhyme, April showers bring what?",0,47,10,1,popular rhyme april shower bring
2033,Smokey the Bear often preaches that only YOU can prevent what?,0,62,12,1,smokey bear often preach prevent
2036,"What is the zip code for Beverly Hills, California?",0,51,11,1,zip code beverli hill california
2039,"In terms of miles traveled, which of these races is the longest?",0,64,14,1,term mile travel race longest
2042,Which of these winds is the fastest on the Beaufort Wind Scale?,0,63,13,1,wind fastest beaufort wind scale
2045,Which of these African landmarks is mentioned by name in Toto’s “Africa”?,0,73,17,1,african landmark mention name toto africa
2048,Which rapper has NOT acted in a Fast &amp; Furious movie?,1,57,14,1,rapper act fast amp furiou movi
2051,What U.S. sports league currently has two different players named Sebastian Aho?,1,80,13,1,sport leagu current two differ player name sebastian aho
2054,One of the earliest descriptions of dental floss appears in what landmark of literature?,0,88,15,1,one earliest descript dental floss appear landmark literatur
2057,The artist behind what 20th-century masterpiece also competed in a World Chess Olympiad?,1,88,14,1,artist behind masterpiec also compet world chess olympiad
2059,Which of these would be classified using the Aarne-Thompson-Uther system?,0,73,11,1,would classifi use system
2062,Which of these is defined as a tautological place name?,1,55,11,1,defin tautolog place name
2065,Which of these is a boy wizard created by J.K. Rowling?,0,55,12,1,boy wizard creat rowl
2068,"In golf, the best score on a single hole is popularly known as what?",0,68,16,1,golf best score singl hole popularli known
2071,Parquet is a type of what?,1,26,7,1,parquet type
2074,Which of these professions is most likely to make a horseshoe?,1,62,12,1,profess like make horsesho
2077,"The title of the Robert Frost poem “Out, Out—” alludes to which Shakespeare play?",0,81,18,1,titl robert frost poem allud shakespear play
2080,Trailblazing chef Hélène Darroze has her own what?,0,50,9,1,trailblaz chef hélène darroz
2083,Which of these is NOT a variety of strawberry?,1,46,10,1,varieti strawberri
2086,Which of these countries won its independence the soonest after the U.S. did?,0,77,14,1,countri independ soonest
2089,The fashion brand Opening Ceremony once put on a play co-written by what actor?,1,79,15,1,fashion brand open ceremoni put play actor
2092,Which of these products was originally developed for surgical use?,1,66,11,1,product origin develop surgic use
2095,"When written in all caps, which woman’s name is a classification system for moths?",0,82,18,1,written cap woman name classif system moth
2098,Which of these musicians once featured in a movie based on “Blue’s Clues”?,1,74,18,1,musician featur movi base blue clue
2101,"According to legend, everything King Midas touched turned to what?",0,66,12,1,accord legend everyth king mida touch turn
2104,Which of these is an annual car race in Indianapolis?,0,53,11,1,annual car race indianapoli
2107,The Richter scale is typically used to measure the magnitude of what?,1,69,13,1,richter scale typic use measur magnitud
2110,Which of these classic novels was originally written in English?,0,64,11,1,classic novel origin written english
2113,Abraham Lincoln served Illinois as a member of which branch of Congress?,0,72,13,1,abraham lincoln serv illinoi member branch congress
2116,The title of the rock record “Steal This Album!” references a controversial work by whom?,1,89,19,1,titl rock record steal album refer controversi work
2119,Which of these classic Cajun dishes was invented first?,0,55,10,1,classic cajun dish invent first
2122,"Ardrey Kell High School in Charlotte, North Carolina played a major role in what meme?",1,86,17,1,ardrey kell high school charlott north carolina play major role meme
2124,Which plant is considered customary in an English royal wedding bouquet?,1,72,12,1,plant consid customari english royal wed bouquet
2127,The first YouTube Music Awards were co-hosted by the star of what film?,1,71,14,1,first youtub music award star film
2130,Which of these legendary artifacts was found in the Nile Delta?,1,63,12,1,legendari artifact found nile delta
2133,The author of “Treasure Island” also once wrote about the namesake of what cheese?,0,82,17,1,author treasur island also wrote namesak chees
2136,The container that children traditionally use to collect change is known as what?,1,81,14,1,contain children tradit use collect chang known
2139,"In order to legally drive in the U.S., which of these do you need?",0,66,16,1,order legal drive need
2142,What color was the original Livestrong bracelet?,1,48,8,1,color origin livestrong bracelet
2145,The Chunnel connects what two countries?,0,40,7,1,chunnel connect two countri
2148,The “Streisand effect” describes when an attempt at what backfires?,0,67,13,1,streisand effect describ attempt backfir
2151,"In 1534, why did England’s king appoint himself “Supreme Head” of his country’s church?",0,87,22,1,1534 england king appoint suprem head countri church
2153,Which of these awards has NOT been won by a U.S. First Lady?,0,60,14,1,award first ladi
2156,"In towns like Edinburgh and Glasgow, homes traditionally have red doors to signify what?",1,88,16,1,town like edinburgh glasgow home tradit red door signifi
2158,Which singer launched the tape recorder revolution in America?,1,62,10,1,singer launch tape record revolut america
2161,Which of these countries has outlawed beauty pageants for kids?,0,63,11,1,countri outlaw beauti pageant kid
2164,How many U.S. states allow common law marriage?,0,47,9,1,mani state allow common law marriag
2167,Which of these movies was its director's feature film debut?,1,60,12,1,movi director featur film debut
2170,Which of these activities is considered a form of aerobic exercise?,0,67,12,1,activ consid form aerob exercis
2173,"In “Mister Rogers' Neighborhood,” what was Mr. Rogers’ first name?",0,66,16,1,mister roger neighborhood roger first name
2176,What kitchen appliance is typically used to brown slices of bread?,1,66,12,1,kitchen applianc typic use brown slice bread
2179,What is the official name of the large structure in the center of Chicago's Millennium Park?,0,92,18,1,offici name larg structur center chicago millennium park
2181,Which of these is a distinctly Tibetan form of greeting?,0,56,11,1,distinctli tibetan form greet
2184,What did Darwin consider “one of the most wonderful” plants in the world?,0,73,16,1,darwin consid one wonder plant world
2187,Which of these legendary pieces of furniture was designed by a married couple?,0,78,14,1,legendari piec furnitur design marri coupl
2190,The composer for the “South Park” movie also provided music for which film?,0,75,16,1,compos south park movi also provid music film
2193,Which of these was NOT invented by the same company as the other two?,0,69,15,1,invent compani two
2196,Which sauce did chef Marie-Antoine Carême’s name as one of his original “mothers”?,1,82,18,1,sauc chef carêm name one origin mother
2199,Which news anchor claims he once got into a minor car crash with a U.S. president?,0,82,17,1,news anchor claim got minor car crash presid
2202,Which city did Mary-Kate and Ashley Olsen NOT travel to in their straight-to-video oeuvre?,0,90,15,1,citi ashley olsen travel oeuvr
2205,A unicorn typically has one what on its head?,1,45,10,1,unicorn typic one head
2208,What is glass primarily made of?,0,32,7,1,glass primarili made
2211,Which of these is a common breed of dog?,0,40,10,1,common breed dog
2214,Which of these words means “in three pieces?”,1,45,11,1,word mean three piec
2217,The cooking method “al pastor” came to Mexico from what country?,0,64,14,1,cook method al pastor came mexico countri
2220,Which work by Roald Dahl was adapted into a 3-act opera in 1998?,0,64,14,1,work roald dahl adapt opera 1998
2223,The CEO of what tech company turned heads in 2013 by buying a funeral home?,0,75,16,1,ceo tech compani turn head 2013 buy funer home
